16:30:27.072 [restartedMain] INFO  com.blog.NoteBlogV4Application - Starting NoteBlogV4Application on PC201810110456 with PID 10428 (C:\Users\Administrator\Desktop\git\blog\target\classes started by Administrator in C:\Users\Administrator\Desktop\git\blog) 
16:45:44.120 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/] 未扫描到@NBAuth，略过处理步骤 
16:45:44.120 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/index] 未扫描到@NBAuth，略过处理步骤 
16:45:44.120 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/next] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/index/next] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/profile] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/project/next] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/project] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/tag] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/init] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/font/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/init/submit] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/image/code] 未扫描到@NBAuth，略过处理步骤 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/index'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dashboard'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/role/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/menu/delete'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.121 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/update/role/resource'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.122 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/menu'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.122 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/role'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.123 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/resource/tree'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.123 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/role/delete'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.123 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/role/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.123 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/menu/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.123 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/menu/add'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.123 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/menu/edit'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.123 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/menu/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.123 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/menu/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.123 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/users/list'，请求方式：'[GET]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/users/roles/id/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/users/roles/str/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/users] 未扫描到@NBAuth，略过处理步骤 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/users] 未扫描到@NBAuth，略过处理步骤 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/users] 未扫描到@NBAuth，略过处理步骤 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/users] 未扫描到@NBAuth，略过处理步骤 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/users/roles/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/users/enable/update'，请求方式：'[POST]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/users'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/users/nickname/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/cloudFile/add'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/cloudFile/delete/{id}'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/cloudFile'，请求方式：'[GET]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/cloudFile] 未扫描到@NBAuth，略过处理步骤 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/cloudFile] 未扫描到@NBAuth，略过处理步骤 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/cloudFile] 未扫描到@NBAuth，略过处理步骤 
16:45:44.124 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/cloudFile] 未扫描到@NBAuth，略过处理步骤 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/cloudFile/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/cloudFile/edit'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/cloudFile/list'，请求方式：'[GET]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/cloudFile/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/cloudFile] 未扫描到@NBAuth，略过处理步骤 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/article/delete/{id}'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/article/update/top/{id}'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/article/post'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/article/update/appreciable/{id}'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/article/update/commented/{id}'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/article/edit/tags'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:45:44.125 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/article/edit'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/article/list'，请求方式：'[GET]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/article'，请求方式：'[GET]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/article/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/article/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/note/delete/{id}'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/note/update/top/{id}'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/note/update/show/{id}'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/note/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/note/edit'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/note] 未扫描到@NBAuth，略过处理步骤 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/note/edit/tags'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/note/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/note/post'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/note'，请求方式：'[GET]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/note/list'，请求方式：'[GET]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.126 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/note] 未扫描到@NBAuth，略过处理步骤 
16:45:44.127 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/note] 未扫描到@NBAuth，略过处理步骤 
16:45:44.127 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/note] 未扫描到@NBAuth，略过处理步骤 
16:45:44.127 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/note] 未扫描到@NBAuth，略过处理步骤 
16:45:44.127 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/note] 未扫描到@NBAuth，略过处理步骤 
16:45:44.127 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/note] 未扫描到@NBAuth，略过处理步骤 
16:45:44.127 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cate/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.127 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cate/delete'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.127 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:45:44.127 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:45:44.127 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:45:44.127 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cate'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:45:44.127 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cate/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
